"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Yang C.; Cai H.; Liu W.; Wang J.; You X.; Jin Y.; Tang M.; Liu D.; Wu Z.; Gao P.; Wang Q.","Yang, Chunhui (55675165000); Cai, Hong (56179040800); Liu, Wenwen (57201487588); Wang, Jian (60612591800); You, Xin (57189263369); Jin, Yinuo (59008130800); Tang, Mengyi (57880400700); Liu, Dan (60612626600); Wu, Zeming (59814675400); Gao, Peng (56438627400); Wang, Qi (57201920642)","55675165000; 56179040800; 57201487588; 60612591800; 57189263369; 59008130800; 57880400700; 60612626600; 59814675400; 56438627400; 57201920642","Cerebrospinal fluid metabolomics and machine learning identify novel biomarkers for lung cancer leptomeningeal metastasis","2026","Neuro-Oncology","28","4","","980","993","2","10.1093/neuonc/noaf270","https://www.scopus.com/pages/publications/105037656676?origin=resultslist","Background: Lung cancer leptomeningeal metastasis (LC-LM) severely impacts patient survival and quality of life, yet current diagnostic methods lack sufficient sensitivity and specificity, particularly for early detection. Cerebrospinal fluid (CSF) metabolomics may reveal specific biomarkers reflecting brain metastasis. Methods: We performed untargeted metabolomic profiling of CSF samples by high-resolution mass spectrometry in a cohort of 218 participants, including 99 samples from LC-LM (with cancer cells detected in the CSF), 12 samples from the lung cancer parenchymal brain metastases (with no cancer cells detected in the CSF), 27 samples from the control group, 21 samples from the breast cancer LM, 15 samples from patients with LM from other tumors such as melanoma and gastric cancer, and 36 samples from other diseases. Significant metabolites were identified and validated. Subsequently, targeted metabolomics was conducted on serum samples from an independent cohort (n = 233), including 50 LC-LM patients, 150 patients with primary lung cancer (stages I-III), and 33 benign pulmonary nodules. Results: Untargeted CSF metabolomics revealed a distinct metabolic signature in LC-LM patients. Differential analysis identified metabolites significantly altered in LC-LM, notably elevated lactic acid, N1, N12-diacetylspermine, and altered amino acid metabolites (eg, l-proline, l-glutamic acid), each demonstrating strong diagnostic accuracy individually, with area under the receiver operating characteristic curve (AUC) > 0.90. Machine learning classification models based on CSF metabolite panels achieved perfect diagnostic performance (AUC = 1.00) in distinguishing LC-LM from controls and other groups. Targeted validation of 5 top metabolites in serum samples confirmed their diagnostic utility, with N1, N12-diacetylspermine achieving an AUC of 0.882, superior to traditional protein biomarkers. Conclusion: CSF-based metabolomic profiling combined with machine learning offers a highly accurate and minimally invasive diagnostic tool for LC-LM. Serum validation further supports its translational potential, emphasizing its significance in clinical practice for improving early detection and potentially enhancing patient management and outcomes. © The Author(s) 2025. Published by Oxford University Press on behalf of the Society for Neuro-Oncology. All rights reserved. For commercial re-use, please contact reprints@oup.com for reprints and translation rights for reprints. All other permissions can be obtained through our RightsLink service via the Permissions link on the article page on our site—for further information please contact journals.permissions@oup.com.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105037656676"
"CHADWICK W.F.; GANESH S.; DADZIE A.K.; EBRAHIMI B.; RAHIMI M.; SON T.; ALAHMADI R.; YAO X.; HEIFERMAN M.J.","CHADWICK, William F. (60164188000); GANESH, Sanjay (58764805900); DADZIE, Albert K. (57866914700); EBRAHIMI, Behrouz (58020421200); RAHIMI, Mojtaba (58046643900); SON, Taeyoon (23391329700); ALAHMADI, Reem (59236239500); YAO, Xincheng (13106204100); HEIFERMAN, Michael J. (35788837000)","60164188000; 58764805900; 57866914700; 58020421200; 58046643900; 23391329700; 59236239500; 13106204100; 35788837000","Clinical Applications of Artificial Intelligence in Uveal Melanoma","2025","Anticancer Research","45","11","","4669","4681","3","10.21873/anticanres.17817","https://www.scopus.com/pages/publications/105020364175?origin=resultslist","Despite major advances in ocular oncology, early diagnosis and risk stratification of uveal melanoma (UM) remain complicated, particularly in cases involving small or indeterminate lesions. These challenges are exacerbated by limited access to subspecialist care and the constraints of existing diagnostic frameworks. Artificial intelligence (AI) has emerged as a powerful tool in oncology and ophthalmology, capable of analyzing complex imaging, cytologic, and genomic data to support clinical decision-making. In UM, AI models have shown promise in improving lesion classification, predicting metastatic potential, and augmenting post-treatment surveillance. This review examines the current landscape of AI applications in UM, including tools for triage, prognostication, and post-treatment surveillance. We also focus on steps that must be taken to achieve end-stage clinical rollout, addressing critical barriers to implementation, such as model generalizability, explainability, workflow integration, and ethical considerations. Moving forward, the convergence of multimodal data, privacy-preserving model development, and patient-centered innovations may help translate these technologies into real-world practice. By addressing current limitations and aligning AI development with clinical needs, these tools could ultimately support earlier detection, more personalized care, and greater equity in access to specialist-driven management for UM. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited. ©2025 The Author(s). Anticancer Research is published by the International Institute of Anticancer Research","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105020364175"
"Sugiyama S.; Yumimoto K.; Nakayama K.I.","Sugiyama, Shigeaki (57208801439); Yumimoto, Kanae (55239964500); Nakayama, Keiichi I. (7403667496)","57208801439; 55239964500; 7403667496","Immune Cell Profiling Reveals a Common Pattern in Premetastatic Niche Formation Across Various Cancer Types","2025","Cancer Medicine","14","1","e70557","","","0","10.1002/cam4.70557","https://www.scopus.com/pages/publications/85213713440?origin=resultslist","Background: Metastasis is the major cause of cancer-related mortality. The premetastatic niche is a promising target for its prevention. However, the generality and cellular dynamics in premetastatic niche formation have remained unclear. Aims: This study aimed to elucidate the generality and cellular dynamics in premetastatic niche formation. Materials and Methods: We performed comprehensive flow cytometric analysis of lung and peripheral immune cells at three time points (early premetastatic, late premetastatic, and micrometastatic phases) for mice with subcutaneous implants of three types of cancer cells (breast cancer, lung cancer, or melanoma cells). The immuno-cell profiles were then used to predict the metastatic phase by machine learning. Results: We found a common pattern of changes in both lung and peripheral immune cell profiles across the three cancer types, including a decrease in the proportion of eosinophils in the early premetastatic phase, an increase in that of regulatory T cells in the late premetastatic phase, and an increase in that of polymorphonuclear myeloid-derived suppressor cells and a decrease in that of B cells in the micrometastatic phase. Machine learning using immune cell profiles could predict the metastatic phase with approximately 75% accuracy. Discussion: Validation of our findings in humans will require data on the presence or absence of micrometastases in patients and the accumulation of comprehensive and temporal information on immune cells. In addition, blood proteins, extracellular vesicles, DNA, RNA, or metabolites may be useful for more accurate prediction. Conclusion: The discovery of generalities in premetastatic niche formation allow prediction of metastatic phase and provide a basis for the development of methods for early detection and prevention of cancer metastasis in a cancer type-independent manner. © 2024 The Author(s). Cancer Medicine published by John Wiley & Sons Ltd.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85213713440"
"Leung K.H.; Rowe S.P.; Sadaghiani M.S.; Leal J.P.; Mena E.; Choyke P.L.; Du Y.; Pomper M.G.","Leung, Kevin H. (57209586056); Rowe, Steven P. (56112456800); Sadaghiani, Moe S. (36155635700); Leal, Jeffrey P. (7102123078); Mena, Esther (36671551800); Choyke, Peter L. (7102809178); Du, Yong (8680350400); Pomper, Martin G. (35248909800)","57209586056; 56112456800; 36155635700; 7102123078; 36671551800; 7102809178; 8680350400; 35248909800","Deep Semisupervised Transfer Learning for Fully Automated Whole-Body Tumor Quantification and Prognosis of Cancer on PET/CT","2024","Journal of Nuclear Medicine","65","4","","643","650","45","10.2967/jnumed.123.267048","https://www.scopus.com/pages/publications/85189207753?origin=resultslist","Automatic detection and characterization of cancer are important clinical needs to optimize early treatment. We developed a deep, semisupervised transfer learning approach for fully automated, whole-body tumor segmentation and prognosis on PET/CT. Methods: This retrospective study consisted of 611 18F-FDG PET/CT scans of patients with lung cancer, melanoma, lymphoma, head and neck cancer, and breast cancer and 408 prostate-specific membrane antigen (PSMA) PET/CT scans of patients with prostate cancer. The approach had a nnU-net backbone and learned the segmentation task on 18F-FDG and PSMA PET/CT images using limited annotations and radiomics analysis. True-positive rate and Dice similarity coefficient were assessed to evaluate segmentation performance. Prognostic models were developed using imaging measures extracted from predicted segmentations to perform risk stratification of prostate cancer based on follow-up prostate-specific antigen levels, survival estimation of head and neck cancer by the Kaplan-Meier method and Cox regression analysis, and pathologic complete response prediction of breast cancer after neoadjuvant chemotherapy. Overall accuracy and area under the receiveroperating- characteristic (AUC) curve were assessed. Results: Our approach yielded median true-positive rates of 0.75, 0.85, 0.87, and 0.75 and median Dice similarity coefficients of 0.81, 0.76, 0.83, and 0.73 for patients with lung cancer, melanoma, lymphoma, and prostate cancer, respectively, on the tumor segmentation task. The risk model for prostate cancer yielded an overall accuracy of 0.83 and an AUC of 0.86. Patients classified as low- to intermediate- and high-risk had mean follow-up prostate-specific antigen levels of 18.61 and 727.46 ng/mL, respectively (P < 0.05). The risk score for head and neck cancer was significantly associated with overall survival by univariable and multivariable Cox regression analyses (P < 0.05). Predictive models for breast cancer predicted pathologic complete response using only pretherapy imaging measures and both pre- and posttherapy measures with accuracies of 0.72 and 0.84 and AUCs of 0.72 and 0.76, respectively. Conclusion: The proposed approach demonstrated accurate tumor segmentation and prognosis in patients across 6 cancer types on 18F-FDG and PSMA PET/CT scans. © 2024 by the Society of Nuclear Medicine andMolecular Imaging.","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85189207753"
"Wilding S.; Goss V.; Sukdao W.; Hamady Z.; Lord J.; Coleman A.; Pointer C.; Walters J.; Herbert W.; Mclaughlin K.; Waugh R.; Irvine N.; Oliver T.; Soulsby I.; Hooper J.; Crabb S.J.; Griffiths G.; Yates E.; Davies A.","Wilding, Sam (57191091837); Goss, Victoria (55542335600); Sukdao, Wesley (59995167100); Hamady, Zaed (6508255962); Lord, Joanne (7201748163); Coleman, Adam (57406278300); Pointer, Catherine (57201728958); Walters, Jocelyn (57472126700); Herbert, Will (60202393400); Mclaughlin, Katy (60202393500); Waugh, Robert (57323551300); Irvine, Nicola (55162994300); Oliver, Tom (57903095500); Soulsby, Irene (57211316278); Hooper, Julie (57191430862); Crabb, Simon J. (11739253300); Griffiths, Gareth (57208090758); Yates, Emma (56698002400); Davies, Andrew (7403658033)","57191091837; 55542335600; 59995167100; 6508255962; 7201748163; 57406278300; 57201728958; 57472126700; 60202393400; 60202393500; 57323551300; 55162994300; 57903095500; 57211316278; 57191430862; 11739253300; 57208090758; 56698002400; 7403658033","Multicancer early detection in a cohort of patients with confirmed and suspected cancer by measuring plasma amino acid cross sections with the Enlighten test: MODERNISED protocol","2025","BMJ Open ","15","11","e108220","","","0","10.1136/bmjopen-2025-108220","https://www.scopus.com/pages/publications/105022223142?origin=resultslist","Introduction Detecting cancer earlier improves treatment options and long-term survival. A multicancer early detection test that reliably picks up early-stage cancer would potentially save lives and reduce the cost of treating cancer. One promising candidate is the Enlighten test, which applies machine learning to plasma amino acid concentrations to detect cancer. In a cohort of 77 patients recently diagnosed with breast, colorectal, pancreatic or prostate cancer, 60 (78%) were detected by the test (sensitivity), with no false positives in 20 healthy controls. The MODERNISED study will further develop the Enlighten test to detect 10 different cancers by adding bladder, lung, melanoma, oesophageal, ovarian and renal cancer to the test. Methods and analysis MODERNISED (ISRCTN17299125) is a multicentre prospective, non-interventional, case–control study. We aim to recruit 1000 adult participants with a recent cancer diagnosis, 250 adult participants with symptoms of cancer where a cancer diagnosis was ruled out by the National Health Service (NHS) standard of care and 100 healthy adult volunteers. Cancer tissue of origin (ToO) will include bladder, breast, colorectal, lung, melanoma, oesophageal, ovarian, pancreatic, prostate and renal. Participants in the two non-cancer cohorts who are later diagnosed with cancer will be moved to the cancer cases cohort. The primary aim is to train and validate a machine learning algorithm to detect cancer, which will be evaluated by AUROC. Secondary aims include training and validating an algorithm to predict ToO and stage of cancer, exploring differences in performance by demographics and estimating how sensitivity varies across specificity cut-offs of 95%, 99% and 99.9%. These results will provide a statistically powered estimate of how well the Enlighten test can discriminate between individuals with and without cancer, which can then be validated for clinical use in further research. Ethics and dissemination This study is sponsored by University Hospital Southampton NHS Foundation Trust and has been approved by the Health Research Authority and Health and Care Research West Midlands (24/WM/0234). Results will be presented at scientific meetings and published in international peer-reviewed journals. Lay summaries of study progress and findings will be published on the Southampton Clinical Trial Unit’s website. © Author(s) (or their employer(s)) 2025. Re-use permitted under CC BY. Published by BMJ Group.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105022223142"
"Liu Y.; Ji Y.; Chen J.; Zhang Y.; Li X.; Li X.","Liu, Yongqian (58196179200); Ji, Yongyan (57216729004); Chen, Jian (56443634100); Zhang, Yixuan (58837834400); Li, Xiaowen (56818857500); Li, Xiang (57202109092)","58196179200; 57216729004; 56443634100; 58837834400; 56818857500; 57202109092","Pioneering noninvasive colorectal cancer detection with an AI-enhanced breath volatilomics platform","2024","Theranostics","14","11","","4240","4255","17","10.7150/thno.94950","https://www.scopus.com/pages/publications/85199701399?origin=resultslist","Background: The sensitivity and specificity of current breath biomarkers are often inadequate for effective cancer screening, particularly in colorectal cancer (CRC). While a few exhaled biomarkers in CRC exhibit high specificity, they lack the requisite sensitivity for early-stage detection, thereby limiting improvements in patient survival rates. Methods: In this study, we developed an advanced Mass Spectrometry-based volatilomics platform, complemented by an enhanced breath sampler. The platform integrates artificial intelligence (AI)-assisted algorithms to detect multiple volatile organic compounds (VOCs) biomarkers in human breath. Subsequently, we applied this platform to analyze 364 clinical CRC and normal exhaled samples. Results: The diagnostic signatures, including 2-methyl, octane, and butyric acid, generated by the platform effectively discriminated CRC patients from normal controls with high sensitivity (89.7%), specificity (86.8%), and accuracy (AUC = 0.91). Furthermore, the metastatic signature correctly identified over 50% of metastatic patients who tested negative for carcinoembryonic antigen (CEA). Fecal validation indicated that elevated breath biomarkers correlated with an inflammatory response guided by Bacteroides fragilis in CRC. Conclusion: This study introduces a sophisticated AI-aided Mass Spectrometry-based platform capable of identifying novel and feasible breath biomarkers for early-stage CRC detection. The promising results position the platform as an efficient noninvasive screening test for clinical applications, offering potential advancements in early detection and improved survival rates for CRC patients. © The author(s).","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85199701399"
"Chatterjee S.; Dey D.; Munshi S.","Chatterjee, Saptarshi (57196009568); Dey, Debangshu (22633538800); Munshi, Sugata (7005735940)","57196009568; 22633538800; 7005735940","Integration of morphological preprocessing and fractal based feature extraction with recursive feature elimination for skin lesion types classification","2019","Computer Methods and Programs in Biomedicine","178","","","201","218","107","10.1016/j.cmpb.2019.06.018","https://www.scopus.com/pages/publications/85068269371?origin=resultslist","Background and objective: Skin cancer is the commonest form of cancer in the worldwide population. Non-invasive and non-contact imaging modalities are being used for the screening of melanoma and other cutaneous malignancies to endorse early detection and prevention of the disease. Traditionally it has been a problem for medical personnel to differentiate melanoma, dysplastic nevi and basal cell carcinoma (BCC) diseases from one another due to the confusing appearance and similarity in the characteristics of the pigmented lesions. The paper reports an integrated method developed for identifying these skin diseases from the dermoscopic images. Methods: The proposed integrated computer-aided method has been employed for the identification of each of these diseases using recursive feature elimination (RFE) based layered structured multiclass image classification technique. Prior to the classification, different quantitative features have been extracted by analyzing the shape, the border irregularity, the texture and the color of the skin lesions, using different image processing tools. Primarily, a combination of gray level co-occurrence matrix (GLCM) and a proposed fractal-based regional texture analysis (FRTA) algorithm has been used for the quantification of textural information. The performance of the framework has been evaluated using a layered structure classification model using support vector machine (SVM) classifier with radial basis function (RBF). Results: The performance of the morphological skin lesion segmentation algorithm has been evaluated by estimating the pixel level sensitivity (Sen) of 0.9172, 0.9788 specificity (Spec), 0.9521 accuracy (ACU), along with the image similarity measuring indices as Jaccard similarity index (JSI) of 0.8562 and Dice similarity coefficient (DSC) of 0.9142 with respect to the corresponding ground truth (GT) images. The quantitative features extracted from the proposed feature extraction algorithms have been employed for the proposed multi-class skin disease identification. The proposed layered structure identifies all the three classes of skin diseases with a highly acceptable classification accuracy of 98.99%, 97.54% and 99.65% for melanoma, dysplastic nevi and BCC respectively. Conclusion: To overcome the difficulties of proper diagnosis of diseases based on visual evaluation, the proposed integrated system plays an important role by quantifying the effective features and identifying the diseases with higher degree of accuracy. This combined approach of quantitative and qualitative analysis not only increases the diagnostic accuracy, but also provides some important information not obtainable from qualitative assessment alone. © 2019 Elsevier B.V.","Article","Final","","Scopus","2-s2.0-85068269371"
"Sinchana N.S.; Jeevitha K.; Kumar Swamy S.; Kodipalli A.; Rao T.","Sinchana, N.S. (58817572800); Jeevitha, K. (59210394300); Kumar Swamy, S. (57208693129); Kodipalli, Ashwini (57203964287); Rao, Trupthi (57374007900)","58817572800; 59210394300; 57208693129; 57203964287; 57374007900","Analysis of Skin Lesions for Identifying of Skin Cancer Melanoma using Customized CNN Model with Transfer Learning","2023","2023 4th IEEE Global Conference for Advancement in Technology, GCAT 2023","","","","","","11","10.1109/GCAT59970.2023.10353356","https://www.scopus.com/pages/publications/85182581175?origin=resultslist","Melanoma is a type of cancer known to be the most dangerous and is called the life threatening disease. Every year, there is rise in number of people being diagnosed with melanoma which is more frequent among the males than the females. This type of skin cancer has an uncontrollable growth of cells that can grow really faster, if not treated it can spread all over the body. Hence this disease needs to be detected at the early stages so that the patients can be treated properly. Machine learning approaches were applied to detect skin cancer but the drawbacks were that the performance to identify the cancer was limited. Therefore, we constructed a model by utilizing a Convolution Neural Network of the most advanced deep learning where we conduct investigations for discovering the melanoma skin cancer on the basis of the skin lesion. In this research, using transfer learning techniques ResNet and VGG based models have been brought together for melanoma skin detection. The procedures were applied to train these models using optimizers like RMSprop, Adam, Stochastic Gradient Descent (SGD) and findings were presented with the support of accuracy, confusion matrix, sensitivity, specificity and precision. © 2023 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85182581175"
"Jahn A.S.; Navarini A.A.; Cerminara S.E.; Kostner L.; Huber S.M.; Kunz M.; Maul J.-T.; Dummer R.; Sommer S.; Neuner A.D.; Levesque M.P.; Cheng P.F.; Maul L.V.","Jahn, Anna Sophie (56354972000); Navarini, Alexander Andreas (59157643700); Cerminara, Sara Elisa (57203456711); Kostner, Lisa (57195077620); Huber, Stephanie Marie (57860076000); Kunz, Michael (56992438000); Maul, Julia-Tatjana (56905291200); Dummer, Reinhard (57203210868); Sommer, Seraina (57860652500); Neuner, Anja Dominique (57860652600); Levesque, Mitchell Paul (24461650400); Cheng, Phil Fang (57204810892); Maul, Lara Valeska (56538424300)","56354972000; 59157643700; 57203456711; 57195077620; 57860076000; 56992438000; 56905291200; 57203210868; 57860652500; 57860652600; 24461650400; 57204810892; 56538424300","Over-Detection of Melanoma-Suspect Lesions by a CE-Certified Smartphone App: Performance in Comparison to Dermatologists, 2D and 3D Convolutional Neural Networks in a Prospective Data Set of 1204 Pigmented Skin Lesions Involving Patients’ Perception","2022","Cancers","14","15","3829","","","56","10.3390/cancers14153829","https://www.scopus.com/pages/publications/85136682363?origin=resultslist","The exponential increase in algorithm-based mobile health (mHealth) applications (apps) for melanoma screening is a reaction to a growing market. However, the performance of available apps remains to be investigated. In this prospective study, we investigated the diagnostic accuracy of a class 1 CE-certified smartphone app in melanoma risk stratification and its patient and dermatologist satisfaction. Pigmented skin lesions ≥ 3 mm and any suspicious smaller lesions were assessed by the smartphone app SkinVision® (SkinVision® B.V., Amsterdam, the Netherlands, App-Version 6.8.1), 2D FotoFinder ATBM® master (FotoFinder ATBM® Systems GmbH, Bad Birnbach, Germany, Version 3.3.1.0), 3D Vectra® WB360 (Canfield Scientific, Parsippany, NJ, USA, Version 4.7.1) total body photography (TBP) devices, and dermatologists. The high-risk score of the smartphone app was compared with the two gold standards: histological diagnosis, or if not available, the combination of dermatologists’, 2D and 3D risk assessments. A total of 1204 lesions among 114 patients (mean age 59 years; 51% females (55 patients at high-risk for developing a melanoma, 59 melanoma patients)) were included. The smartphone app’s sensitivity, specificity, and area under the receiver operating characteristics (AUROC) varied between 41.3–83.3%, 60.0–82.9%, and 0.62–0.72% according to two study-defined reference standards. Additionally, all patients and dermatologists completed a newly created questionnaire for preference and trust of screening type. The smartphone app was rated as trustworthy by 36% (20/55) of patients at high-risk for melanoma, 49% (29/59) of melanoma patients, and 8.8% (10/114) of dermatologists. Most of the patients rated the 2D TBP imaging (93% (51/55) resp. 88% (52/59)) and the 3D TBP imaging (91% (50/55) resp. 90% (53/59)) as trustworthy. A skin cancer screening by combination of dermatologist and smartphone app was favored by only 1.8% (1/55) resp. 3.4% (2/59) of the patients; no patient preferred an assessment by a smartphone app alone. The diagnostic accuracy in clinical practice was not as reliable as previously advertised and the satisfaction with smartphone apps for melanoma risk stratification was scarce. MHealth apps might be a potential medium to increase awareness for melanoma screening in the lay population, but healthcare professionals and users should be alerted to the potential harm of over-detection and poor performance. In conclusion, we suggest further robust evidence-based evaluation before including market-approved apps in self-examination for public health benefits. © 2022 by the authors.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85136682363"
"Ferris L.K.; Harkes J.A.; Gilbert B.; Winger D.G.; Golubets K.; Akilov O.; Satyanarayanan M.","Ferris, Laura K. (24765854300); Harkes, Jan A. (16174701000); Gilbert, Benjamin (56216556400); Winger, Daniel G. (55538452800); Golubets, Kseniya (36611477700); Akilov, Oleg (11142024900); Satyanarayanan, Mahadev (7004688579)","24765854300; 16174701000; 56216556400; 55538452800; 36611477700; 11142024900; 7004688579","Computer-aided classification of melanocytic lesions using dermoscopic images","2015","Journal of the American Academy of Dermatology","73","5","","769","776","99","10.1016/j.jaad.2015.07.028","https://www.scopus.com/pages/publications/84944356545?origin=resultslist","Background Computer-assisted diagnosis of dermoscopic images of skin lesions has the potential to improve melanoma early detection. Objective We sought to evaluate the performance of a novel classifier that uses decision forest classification of dermoscopic images to generate a lesion severity score. Methods Severity scores were calculated for 173 dermoscopic images of skin lesions with known histologic diagnosis (39 melanomas, 14 nonmelanoma skin cancers, and 120 benign lesions). A threshold score was used to measure classifier sensitivity and specificity. A reader study was conducted to compare the sensitivity and specificity of the classifier with those of 30 dermatology clinicians. Results The classifier sensitivity for melanoma was 97.4%; specificity was 44.2% in a test set of images. In the reader study, the classifier's sensitivity to melanoma was higher (P <.001) and specificity was lower (P <.001) than that of clinicians. Limitations This is a retrospective study using existing images primarily chosen for biopsy by a dermatologist. The size of the test set is small. Conclusions Our classifier may aid clinicians in deciding if a skin lesion should be biopsied and can easily be incorporated into a portable tool (that uses no proprietary equipment) that could aid clinicians in noninvasively evaluating cutaneous lesions.","Article","Final","","Scopus","2-s2.0-84944356545"
"Thompson L.J.; Furmanchuk A.; Liszewski W.; Kho A.; West D.P.; Liebovitz D.M.; Nardone B.; Gerami P.","Thompson, Leo J. (58692937700); Furmanchuk, Alona (16241475800); Liszewski, Walter (35796001500); Kho, Abel (16230386100); West, Dennis P. (7401998144); Liebovitz, David M. (16064050400); Nardone, Beatrice (57195351460); Gerami, Pedram (20433585000)","58692937700; 16241475800; 35796001500; 16230386100; 7401998144; 16064050400; 57195351460; 20433585000","Machine learning identification of patient clusters for cutaneous melanoma","2023","Italian Journal of Dermatology and Venereology","158","5","","388","394","0","10.23736/S2784-8671.23.07631-4","https://www.scopus.com/pages/publications/85176494813?origin=resultslist","BACKGROUND: Cutaneous melanoma is a cancer arising in melanocyte skin cells and is the deadliest form of skin cancer worldwide. Although some risk factors are known, accurate prediction of disease progression and probability for metastasis are difficult to ascertain, given the complexity of the disease and the absence of reliable predictive markers. Since early detection and treatment are essential to enhance survival, this study utilizing machine learning (ML) aims to further delineate additional risk factors associated with cutaneous melanoma. METHODS: A Bayesian Gaussian Mixture ML model was created with data from 2056 patients diagnosed with cutaneous melanoma and then used to group the patients into six Clusters based on a Silhouette Score analysis. A t-distributed stochastic neighbor embedding (t-SNE) model was used to visualize the six Clusters. RESULTS: Statistical analysis revealed that Cluster 4 showed a significantly higher rate of metastatic disease, as well as higher Breslow depth at diagnosis, compared to the other five Clusters. Compared to the other five Clusters, patients represented in Cluster 4 also had lower healthcare utilization, fewer dermatology clinic visits, fewer primary care providers, and less frequent colonoscopies and mammograms, and were more likely to smoke and less likely to have a prior diagnosis of basal cell carcinoma. CONCLUSIONS: This study uncovers gaps in healthcare utilization of services among patient groups with cutaneous melanoma as well as possible implications for management of disease progression. Data-driven analyses emphasize the importance of routine clinic visits to dermatologists and/or primary care physicians (PCPs) for early detection and management of cutaneous melanoma. The findings from this study demonstrate that unsupervised ML methodology may serve to define the best candidate patients to benefit from enhanced dermatology/primary care which, in turn, is expected to improve outcomes for cutaneous melanoma. © 2023 EDIZIONI MINERVA MEDICA.","Article","Final","","Scopus","2-s2.0-85176494813"
"Yu Z.; Ge Z.; Nguyen J.; Nguyen T.D.; Kelly J.; McLean C.; Bonnington P.; Zhang L.; Mar V.","Yu, Zhen (58597536000); Ge, Zongyuan (56287884800); Nguyen, Jennifer (57216217125); Nguyen, Toan D. (59157981900); Kelly, John (7404902886); McLean, Catriona (7103396821); Bonnington, Paul (6602671732); Zhang, Lei (56650383800); Mar, Victoria (37064810500)","58597536000; 56287884800; 57216217125; 59157981900; 7404902886; 7103396821; 6602671732; 56650383800; 37064810500","Early melanoma diagnosis with sequential dermoscopic images","2022","IEEE Transactions on Medical Imaging","41","3","","633","646","71","10.1109/TMI.2021.3120091","https://www.scopus.com/pages/publications/85117855969?origin=resultslist","Dermatologists often diagnose or rule out early melanoma by evaluating the follow-up dermoscopic images of skin lesions. However, existing algorithms for early melanoma diagnosis are developed using single time-point images of lesions. Ignoring the temporal, morphological changes of lesions can lead to misdiagnosis in borderline cases. In this study, we propose a framework for automated early melanoma diagnosis using sequential dermoscopic images. To this end, we construct our method in three steps. First, we align sequential dermoscopic images of skin lesions using estimated Euclidean transformations, extract the lesion growth region by computing image differences among the consecutive images, and then propose a spatio-Temporal network to capture the dermoscopic changes from aligned lesion images and the corresponding difference images. Finally, we develop an early diagnosis module to compute probability scores of malignancy for lesion images over time. We collected 179 serial dermoscopic imaging data from 122 patients to verify our method. Extensive experiments show that the proposed model outperforms other commonly used sequence models. We also compared the diagnostic results of our model with those of seven experienced dermatologists and five registrars. Our model achieved higher diagnostic accuracy than clinicians (63.69% vs. 54.33%, respectively) and provided an earlier diagnosis of melanoma (60.7% vs. 32.7% of melanoma correctly diagnosed on the first follow-up images). These results demonstrate that our model can be used to identify melanocytic lesions that are at high-risk of malignant transformation earlier in the disease process and thereby redefine what is possible in the early detection of melanoma.  © 1982-2012 IEEE.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85117855969"
